"season","Date","Visitor","G","Home","G","Var.7","Att.","LOG","Notes","playoffs"
1994,"1994-05-24","Toronto Maple Leafs","3","Vancouver Canucks","4","2OT","","","",1
1994,"1994-05-25","New York Rangers","4","New Jersey Devils","2","","","","",1
1994,"1994-05-27","New Jersey Devils","1","New York Rangers","2","2OT","","","",1
1994,"1994-05-31","Vancouver Canucks","3","New York Rangers","2","OT","","","",1
1994,"1994-06-02","Vancouver Canucks","1","New York Rangers","3","","","","",1
1994,"1994-06-04","New York Rangers","5","Vancouver Canucks","1","","","","",1
1994,"1994-06-07","New York Rangers","4","Vancouver Canucks","2","","","","",1
1994,"1994-06-09","Vancouver Canucks","6","New York Rangers","3","","","","",1
1994,"1994-06-11","New York Rangers","1","Vancouver Canucks","4","","","","",1
1994,"1994-06-14","Vancouver Canucks","2","New York Rangers","3","","","","",1
1995,"1995-01-20","Chicago Blackhawks","1","Detroit Red Wings","4","","","","",0
1995,"1995-01-20","Mighty Ducks of Anaheim","1","Edmonton Oilers","2","","","","",0
1995,"1995-01-20","Toronto Maple Leafs","3","Los Angeles Kings","3","OT","","","",0
1995,"1995-01-20","Buffalo Sabres","2","New York Rangers","1","","","","",0
1995,"1995-01-20","St. Louis Blues","5","San Jose Sharks","2","","","","",0
1995,"1995-01-20","Pittsburgh Penguins","5","Tampa Bay Lightning","3","","","","",0
1995,"1995-01-20","Dallas Stars","1","Vancouver Canucks","1","OT","","","",0
1995,"1995-01-20","Calgary Flames","3","Winnipeg Jets","3","OT","","","",0
1995,"1995-01-21","Washington Capitals","1","Hartford Whalers","1","OT","","","",0
1995,"1995-01-21","Florida Panthers","1","New York Islanders","2","","","","",0
1995,"1995-01-21","Montreal Canadiens","2","New York Rangers","5","","","","",0
1995,"1995-01-21","Quebec Nordiques","3","Philadelphia Flyers","1","","","","",0
1995,"1995-01-21","Toronto Maple Leafs","2","San Jose Sharks","3","","","","",0
1995,"1995-01-21","St. Louis Blues","7","Vancouver Canucks","1","","","","",0
1995,"1995-01-21","Mighty Ducks of Anaheim","4","Winnipeg Jets","3","","","","",0
1995,"1995-01-22","Philadelphia Flyers","1","Boston Bruins","4","","","","",0
1995,"1995-01-22","Calgary Flames","4","Detroit Red Wings","1","","","","",0
1995,"1995-01-22","New Jersey Devils","2","Hartford Whalers","2","OT","","","",0
1995,"1995-01-22","Edmonton Oilers","4","Los Angeles Kings","3","","","","",0
1995,"1995-01-22","Ottawa Senators","3","New York Islanders","3","OT","","","",0
1995,"1995-01-22","Buffalo Sabres","5","Tampa Bay Lightning","2","","","","",0
1995,"1995-01-23","Pittsburgh Penguins","6","Florida Panthers","5","","","","",0
1995,"1995-01-23","Edmonton Oilers","4","Mighty Ducks of Anaheim","5","OT","","","",0
1995,"1995-01-23","Boston Bruins","2","New York Rangers","1","","","","",0
1995,"1995-01-23","Chicago Blackhawks","3","Winnipeg Jets","5","","","","",0
1995,"1995-01-24","St. Louis Blues","4","Calgary Flames","6","","","","",0
1995,"1995-01-24","Vancouver Canucks","3","Detroit Red Wings","6","","","","",0
1995,"1995-01-24","Dallas Stars","4","Los Angeles Kings","2","","","","",0
1995,"1995-01-24","Philadelphia Flyers","3","New York Islanders","4","","","","",0
1995,"1995-01-24","Washington Capitals","1","Quebec Nordiques","5","","","","",0
1995,"1995-01-25","New Jersey Devils","1","Buffalo Sabres","2","","","","",0
1995,"1995-01-25","Edmonton Oilers","1","Chicago Blackhawks","5","","","","",0
1995,"1995-01-25","Ottawa Senators","1","Hartford Whalers","4","","","","",0
1995,"1995-01-25","Dallas Stars","4","Mighty Ducks of Anaheim","1","","","","",0
1995,"1995-01-25","Washington Capitals","0","Montreal Canadiens","2","","","","",0
1995,"1995-01-25","Pittsburgh Penguins","3","New York Rangers","2","","","","",0
1995,"1995-01-25","Winnipeg Jets","0","San Jose Sharks","4","","","","",0
1995,"1995-01-25","Florida Panthers","2","Tampa Bay Lightning","3","","","","",0
1995,"1995-01-25","Vancouver Canucks","2","Toronto Maple Leafs","6","","","","",0
1995,"1995-01-26","New Jersey Devils","0","Boston Bruins","1","OT","","","",0
1995,"1995-01-26","Calgary Flames","1","Detroit Red Wings","5","","","","",0
1995,"1995-01-26","Tampa Bay Lightning","2","Florida Panthers","4","","","","",0
1995,"1995-01-26","Hartford Whalers","2","Philadelphia Flyers","3","","","","",0
1995,"1995-01-26","Los Angeles Kings","1","St. Louis Blues","3","","","","",0
1995,"1995-01-27","Quebec Nordiques","7","Buffalo Sabres","3","","","","",0
1995,"1995-01-27","Toronto Maple Leafs","1","Chicago Blackhawks","4","","","","",0
1995,"1995-01-27","Winnipeg Jets","2","Mighty Ducks of Anaheim","3","","","","",0
1995,"1995-01-27","Ottawa Senators","4","Pittsburgh Penguins","5","","","","",0
1995,"1995-01-27","New York Islanders","2","Washington Capitals","5","","","","",0
1995,"1995-01-28","Edmonton Oilers","2","Detroit Red Wings","5","","","","",0
1995,"1995-01-28","Florida Panthers","2","Hartford Whalers","1","","","","",0
1995,"1995-01-28","Winnipeg Jets","2","Los Angeles Kings","4","","","","",0
1995,"1995-01-28","New Jersey Devils","1","Montreal Canadiens","5","","","","",0
1995,"1995-01-28","Tampa Bay Lightning","4","New York Islanders","1","","","","",0
1995,"1995-01-28","Buffalo Sabres","2","Ottawa Senators","2","OT","","","",0
1995,"1995-01-28","Boston Bruins","1","Philadelphia Flyers","2","","","","",0
1995,"1995-01-28","New York Rangers","0","Quebec Nordiques","2","","","","",0
1995,"1995-01-28","Dallas Stars","2","San Jose Sharks","3","","","","",0
1995,"1995-01-28","Vancouver Canucks","3","St. Louis Blues","1","","","","",0
1995,"1995-01-28","Calgary Flames","1","Toronto Maple Leafs","2","","","","",0
1995,"1995-01-29","Chicago Blackhawks","6","Los Angeles Kings","3","","","","",0
1995,"1995-01-29","Philadelphia Flyers","2","Montreal Canadiens","2","OT","","","",0
1995,"1995-01-29","Pittsburgh Penguins","4","Washington Capitals","1","","","","",0
1995,"1995-01-30","Florida Panthers","2","Boston Bruins","1","","","","",0
1995,"1995-01-30","Toronto Maple Leafs","2","Dallas Stars","1","","","","",0
1995,"1995-01-30","Detroit Red Wings","4","Edmonton Oilers","2","","","","",0
1995,"1995-01-30","Ottawa Senators","2","New York Rangers","6","","","","",0
1995,"1995-01-30","Chicago Blackhawks","1","San Jose Sharks","2","","","","",0
1995,"1995-01-31","New York Islanders","5","Florida Panthers","1","","","","",0
1995,"1995-01-31","Buffalo Sabres","1","New Jersey Devils","2","","","","",0
1995,"1995-01-31","Philadelphia Flyers","2","Quebec Nordiques","5","","","","",0
1995,"1995-01-31","Mighty Ducks of Anaheim","2","St. Louis Blues","7","","","","",0
1995,"1995-01-31","Montreal Canadiens","1","Tampa Bay Lightning","4","","","","",0
1995,"1995-02-01","Detroit Red Wings","1","Calgary Flames","2","","","","",0
1995,"1995-02-01","Mighty Ducks of Anaheim","2","Dallas Stars","9","","","","",0
1995,"1995-02-01","Chicago Blackhawks","7","Edmonton Oilers","0","","","","",0
1995,"1995-02-01","Hartford Whalers","2","Ottawa Senators","1","","","","",0
1995,"1995-02-01","New York Rangers","3","Pittsburgh Penguins","4","","","","",0
1995,"1995-02-01","Toronto Maple Leafs","4","Vancouver Canucks","4","OT","","","",0
1995,"1995-02-02","Ottawa Senators","4","Boston Bruins","6","","","","",0
1995,"1995-02-02","San Jose Sharks","2","Dallas Stars","1","","","","",0
1995,"1995-02-02","Montreal Canadiens","1","Florida Panthers","1","OT","","","",0
1995,"1995-02-02","Quebec Nordiques","4","New Jersey Devils","5","","","","",0
1995,"1995-02-02","Tampa Bay Lightning","3","New York Rangers","3","OT","","","",0
1995,"1995-02-02","New York Islanders","5","Philadelphia Flyers","4","OT","","","",0
1995,"1995-02-02","St. Louis Blues","5","Winnipeg Jets","4","OT","","","",0
1995,"1995-02-02","Buffalo Sabres","1","Washington Capitals","0","","","","",0
1995,"1995-02-03","Chicago Blackhawks","4","Calgary Flames","3","OT","","","",0
1995,"1995-02-03","Toronto Maple Leafs","3","Edmonton Oilers","5","","","","",0
1995,"1995-02-03","Detroit Red Wings","5","Mighty Ducks of Anaheim","2","","","","",0
1995,"1995-02-04","Hartford Whalers","4","Boston Bruins","5","","","","",0
1995,"1995-02-04","Toronto Maple Leafs","1","Calgary Flames","4","","","","",0
1995,"1995-02-04","Detroit Red Wings","3","Los Angeles Kings","4","","","","",0
1995,"1995-02-04","New York Islanders","2","Montreal Canadiens","4","","","","",0
1995,"1995-02-04","New York Rangers","2","Ottawa Senators","1","","","","",0
1995,"1995-02-04","Buffalo Sabres","2","Philadelphia Flyers","4","","","","",0
1995,"1995-02-04","Tampa Bay Lightning","3","Pittsburgh Penguins","6","","","","",0
1995,"1995-02-04","New Jersey Devils","0","Quebec Nordiques","2","","","","",0
1995,"1995-02-04","Dallas Stars","4","St. Louis Blues","7","","","","",0
1995,"1995-02-04","San Jose Sharks","3","Winnipeg Jets","3","OT","","","",0
1995,"1995-02-04","Florida Panthers","2","Washington Capitals","3","","","","",0
1995,"1995-02-05","Tampa Bay Lightning","1","Buffalo Sabres","2","","","","",0
1995,"1995-02-05","Mighty Ducks of Anaheim","3","Los Angeles Kings","2","","","","",0
1995,"1995-02-05","Pittsburgh Penguins","3","New Jersey Devils","3","OT","","","",0
1995,"1995-02-05","Hartford Whalers","1","Quebec Nordiques","3","","","","",0
1995,"1995-02-05","Chicago Blackhawks","9","Vancouver Canucks","4","","","","",0
1995,"1995-02-06","Winnipeg Jets","5","Calgary Flames","4","","","","",0
1995,"1995-02-06","Philadelphia Flyers","0","Ottawa Senators","3","","","","",0
1995,"1995-02-06","San Jose Sharks","3","Toronto Maple Leafs","7","","","","",0
1995,"1995-02-07","Montreal Canadiens","4","Boston Bruins","7","","","","",0
1995,"1995-02-07","Washington Capitals","1","Buffalo Sabres","2","","","","",0
1995,"1995-02-07","San Jose Sharks","0","Detroit Red Wings","6","","","","",0
1995,"1995-02-07","Chicago Blackhawks","3","Mighty Ducks of Anaheim","0","","","","",0
1995,"1995-02-07","Florida Panthers","3","Pittsburgh Penguins","7","","","","",0
1995,"1995-02-07","Los Angeles Kings","5","St. Louis Blues","5","OT","","","",0
1995,"1995-02-07","New York Islanders","2","Tampa Bay Lightning","5","","","","",0
1995,"1995-02-07","Edmonton Oilers","4","Vancouver Canucks","4","OT","","","",0
1995,"1995-02-08","Winnipeg Jets","3","Edmonton Oilers","3","OT","","","",0
1995,"1995-02-08","Quebec Nordiques","3","Hartford Whalers","2","","","","",0
1995,"1995-02-08","Washington Capitals","4","New York Rangers","5","","","","",0
1995,"1995-02-08","Montreal Canadiens","4","Ottawa Senators","2","","","","",0
1995,"1995-02-08","Dallas Stars","3","Toronto Maple Leafs","3","OT","","","",0
1995,"1995-02-09","Quebec Nordiques","4","Boston Bruins","3","","","","",0
1995,"1995-02-09","Mighty Ducks of Anaheim","1","Calgary Flames","5","","","","",0
1995,"1995-02-09","New York Rangers","1","New Jersey Devils","4","","","","",0
1995,"1995-02-09","Pittsburgh Penguins","5","New York Islanders","2","","","","",0
1995,"1995-02-09","Florida Panthers","3","Philadelphia Flyers","0","","","","",0
1995,"1995-02-09","Chicago Blackhawks","5","St. Louis Blues","0","","","","",0
1995,"1995-02-09","Winnipeg Jets","1","Vancouver Canucks","5","","","","",0
1995,"1995-02-10","Toronto Maple Leafs","2","Detroit Red Wings","1","","","","",0
1995,"1995-02-10","San Jose Sharks","1","Edmonton Oilers","5","","","","",0
1995,"1995-02-10","Hartford Whalers","3","Tampa Bay Lightning","4","","","","",0
1995,"1995-02-11","Washington Capitals","1","Boston Bruins","1","OT","","","",0
1995,"1995-02-11","Calgary Flames","6","Dallas Stars","0","","","","",0
1995,"1995-02-11","Hartford Whalers","3","Florida Panthers","4","","","","",0
1995,"1995-02-11","Philadelphia Flyers","3","New Jersey Devils","1","","","","",0
1995,"1995-02-11","Buffalo Sabres","1","New York Islanders","2","","","","",0
1995,"1995-02-11","Montreal Canadiens","1","Pittsburgh Penguins","3","","","","",0
1995,"1995-02-11","Ottawa Senators","2","Quebec Nordiques","5","","","","",0
1995,"1995-02-11","Winnipeg Jets","3","St. Louis Blues","2","","","","",0
1995,"1995-02-11","New York Rangers","3","Tampa Bay Lightning","2","","","","",0
1995,"1995-02-11","Los Angeles Kings","5","Toronto Maple Leafs","2","","","","",0
1995,"1995-02-11","San Jose Sharks","1","Vancouver Canucks","1","OT","","","",0
1995,"1995-02-12","Boston Bruins","2","Buffalo Sabres","1","","","","",0
1995,"1995-02-12","Los Angeles Kings","4","Detroit Red Wings","4","OT","","","",0
1995,"1995-02-12","Mighty Ducks of Anaheim","0","Edmonton Oilers","2","","","","",0
1995,"1995-02-12","New Jersey Devils","4","Florida Panthers","2","","","","",0
1995,"1995-02-13","Winnipeg Jets","7","Dallas Stars","4","","","","",0
1995,"1995-02-13","Hartford Whalers","2","Montreal Canadiens","2","OT","","","",0
1995,"1995-02-13","Washington Capitals","3","Philadelphia Flyers","5","","","","",0
1995,"1995-02-13","Calgary Flames","2","St. Louis Blues","4","","","","",0
1995,"1995-02-13","Chicago Blackhawks","2","Toronto Maple Leafs","4","","","","",0
1995,"1995-02-14","Quebec Nordiques","3","New York Islanders","2","","","","",0
1995,"1995-02-14","Boston Bruins","3","Pittsburgh Penguins","5","","","","",0
1995,"1995-02-14","Philadelphia Flyers","5","Tampa Bay Lightning","2","","","","",0
1995,"1995-02-15","New York Rangers","2","Buffalo Sabres","1","","","","",0
1995,"1995-02-15","Los Angeles Kings","3","Dallas Stars","1","","","","",0
1995,"1995-02-15","Ottawa Senators","0","Florida Panthers","2","","","","",0
1995,"1995-02-15","Montreal Canadiens","1","Hartford Whalers","4","","","","",0
1995,"1995-02-15","Washington Capitals","2","New Jersey Devils","4","","","","",0
1995,"1995-02-15","Vancouver Canucks","1","San Jose Sharks","3","","","","",0
1995,"1995-02-15","Edmonton Oilers","4","Toronto Maple Leafs","1","","","","",0
1995,"1995-02-15","Detroit Red Wings","5","Winnipeg Jets","1","","","","",0
1995,"1995-02-16","Calgary Flames","2","Chicago Blackhawks","2","OT","","","",0
1995,"1995-02-16","Montreal Canadiens","2","New York Rangers","2","OT","","","",0
1995,"1995-02-16","Quebec Nordiques","4","Philadelphia Flyers","2","","","","",0
1995,"1995-02-16","Hartford Whalers","2","Pittsburgh Penguins","5","","","","",0
1995,"1995-02-17","Edmonton Oilers","2","Detroit Red Wings","4","","","","",0
1995,"1995-02-17","Boston Bruins","5","Florida Panthers","4","","","","",0
1995,"1995-02-17","San Jose Sharks","2","Los Angeles Kings","0","","","","",0
1995,"1995-02-17","Vancouver Canucks","2","Mighty Ducks of Anaheim","2","OT","","","",0
1995,"1995-02-17","New York Islanders","2","New Jersey Devils","2","OT","","","",0
1995,"1995-02-17","Ottawa Senators","2","Tampa Bay Lightning","1","","","","",0
1995,"1995-02-17","St. Louis Blues","4","Winnipeg Jets","3","","","","",0
1995,"1995-02-18","Dallas Stars","2","Calgary Flames","3","OT","","","",0
1995,"1995-02-18","Pittsburgh Penguins","2","Hartford Whalers","4","","","","",0
1995,"1995-02-18","Vancouver Canucks","6","Los Angeles Kings","2","","","","",0
1995,"1995-02-18","New York Rangers","2","Montreal Canadiens","5","","","","",0
1995,"1995-02-18","New Jersey Devils","2","New York Islanders","3","","","","",0
1995,"1995-02-18","Mighty Ducks of Anaheim","6","San Jose Sharks","3","","","","",0
1995,"1995-02-18","Boston Bruins","1","Tampa Bay Lightning","3","","","","",0
1995,"1995-02-18","St. Louis Blues","1","Toronto Maple Leafs","3","","","","",0
1995,"1995-02-18","Quebec Nordiques","2","Washington Capitals","4","","","","",0
1995,"1995-02-19","Edmonton Oilers","1","Chicago Blackhawks","4","","","","",0
1995,"1995-02-19","Quebec Nordiques","4","Florida Panthers","1","","","","",0
1995,"1995-02-19","Buffalo Sabres","3","Pittsburgh Penguins","3","OT","","","",0
1995,"1995-02-20","Dallas Stars","2","Calgary Flames","1","","","","",0
1995,"1995-02-20","San Jose Sharks","2","Chicago Blackhawks","3","","","","",0
1995,"1995-02-20","New York Islanders","2","Montreal Canadiens","3","OT","","","",0
1995,"1995-02-20","Edmonton Oilers","0","St. Louis Blues","4","","","","",0
1995,"1995-02-20","New York Rangers","3","Tampa Bay Lightning","1","","","","",0
1995,"1995-02-20","Detroit Red Wings","4","Toronto Maple Leafs","2","","","","",0
1995,"1995-02-20","Los Angeles Kings","2","Vancouver Canucks","8","","","","",0
1995,"1995-02-20","New Jersey Devils","2","Washington Capitals","0","","","","",0
1995,"1995-02-21","New York Rangers","5","Florida Panthers","3","","","","",0
1995,"1995-02-21","Quebec Nordiques","4","Pittsburgh Penguins","5","","","","",0
1995,"1995-02-22","New York Islanders","3","Buffalo Sabres","3","OT","","","",0
1995,"1995-02-22","Toronto Maple Leafs","1","Detroit Red Wings","4","","","","",0
1995,"1995-02-22","Dallas Stars","1","Edmonton Oilers","2","","","","",0
1995,"1995-02-22","Boston Bruins","2","Hartford Whalers","3","OT","","","",0
1995,"1995-02-22","San Jose Sharks","3","St. Louis Blues","4","","","","",0
1995,"1995-02-22","Winnipeg Jets","4","Vancouver Canucks","1","","","","",0
1995,"1995-02-23","Detroit Red Wings","4","Chicago Blackhawks","2","","","","",0
1995,"1995-02-23","Montreal Canadiens","5","Florida Panthers","2","","","","",0
1995,"1995-02-23","Calgary Flames","3","Los Angeles Kings","3","OT","","","",0
1995,"1995-02-23","Boston Bruins","3","New Jersey Devils","2","","","","",0
1995,"1995-02-23","Tampa Bay Lightning","4","New York Islanders","1","","","","",0
1995,"1995-02-23","Washington Capitals","5","Ottawa Senators","5","OT","","","",0
1995,"1995-02-23","Philadelphia Flyers","6","Quebec Nordiques","6","OT","","","",0
1995,"1995-02-23","Mighty Ducks of Anaheim","1","Toronto Maple Leafs","3","","","","",0
1995,"1995-02-24","Vancouver Canucks","3","Dallas Stars","3","OT","","","",0
1995,"1995-02-24","Hartford Whalers","2","New York Rangers","1","","","","",0
1995,"1995-02-24","Tampa Bay Lightning","4","Pittsburgh Penguins","2","","","","",0
